cust_id,full_name,email,phone,signup_date,customer_segment,region,total_lifetime_orders,source_system
C-00077,Anan Charoensuk,anan.charoensuk77@example.com,087-238-5728,2023-06-28,Regular,ขอนแก่น,8.0,CRM_V2
C-00243,Somsak Chaiyaporn,somsak.chaiyaporn243@example.com,0897310733,09/11/2023, Regular,เชียงใหม่,4.0,CRM_V2
C-00389,Kittipong Thongdee,kittipong.thongdee389@example.com,+66895977173,12-Sep-2023, Regular,ขอนแก่น,0.0,CRM_LEGACY_MIGRATED
C-00074,Wichai Charoensuk,wichai.charoensuk74@example.com,0836281353,01/08/2023,new,HKT,7.0,CRM_V2
C-00085,Somchai Rattanakul,dup_siriporn.chaiyaporn85@example.com,0879788765,11/12/2022,VIP,ชลบุรี,8.0,CRM_LEGACY_MIGRATED
C-00538,Ratana Charoensuk,ratana.charoensuk538@example.com,0827534388,26/06/2023,New,Chonburi,20.0,CRM_V2
C-00794,Nattaya Boonmee,nattaya.boonmee794@example.com,0869631073,05/01/2024,NEW,HKT,26.0,CRM_LEGACY_MIGRATED
C-00348,Malee Rattanakul,malee.rattanakul348@example.com,080-226-2608,29-Jul-2023,NEW,ภูเก็ต,13.0,CRM_V2
C-00119,Preecha Charoensuk,preecha.charoensuk119@example.com,0846377177,01/10/2023,NEW,Khon Kaen,,CRM_V2
C-00615,Nattaya Sukjai,nattaya.sukjai615@example.com,0850980335,19/02/2024,Regular,ชลบุรี,,CRM_V2
C-00729,Suda Suksawat,suda.suksawat729@example.com,083-155-1233,03/20/2022, Regular,ภูเก็ต,24.0,CRM_V2
C-00655,Chai Thongdee,chai.thongdee655@example.com,+66807602485,04-Jun-2023,,Pattaya,3.0,CRM_LEGACY
C-00700,Nattaya Wongsawat,nattaya.wongsawat700@example.com,+66885054136,08-Feb-2023,New,Pattaya,39.0,CRM_LEGACY
C-00006,Chai Thongdee,,0868513199,27/09/2022,,Khon Kaen,16.0,CRM_V2
C-00453,Somsak Sukjai,somsak.sukjai453@example.com,088-797-8599,01/04/2022,REGULAR,ภูเก็ต,37.0,CRM_LEGACY
C-00716,Waree Chaiyaporn,waree.chaiyaporn716@example.com,+66820422131,06/27/2022,Regular,ขอนแก่น,6.0,CRM_V2
C-00440,Thanapon Rattanakul,thanapon.rattanakul440@example.com,0832374812,02/11/2022,Vip,CNX,30.0,CRM_V2
C-00070,Preecha Wongsawat,preecha.wongsawat70@example.com,0872435491,26/03/2024,NEW,Chonburi,40.0,CRM_V2
C-00015,Chai Thongdee,,0878461989,06/04/2023, Regular,BKK,2.0,CRM_V2
C-00522,Pim Boonmee,dup_wichai.charoensuk522@example.com,0873432380,12/31/2022,regular,กรุงเทพ,7.0,CRM_V2
C-00678,Ratana Boonmee,ratana.boonmee678@example.com,082-046-8359,05-May-2022,regular,Chonburi,,CRM_LEGACY
C-00370,Ratana Sukjai,ratana.sukjai370@example.com,0898151581,22/10/2022,3,ขอนแก่น,34.0,CRM_V2
C-00079,Ratana Sukjai,ratana.sukjai79@example.com,0833776661,2023-08-21,new,CNX,30.0,CRM_V2
C-00203,Preecha Phanuwat,preecha.phanuwat203@example.com,+66899075152,2023-12-01,NEW,Pattaya,,CRM_V2
C-00497,Ratana Suksawat,ratana.suksawat497@example.com,083-909-7409,2022-05-25,new,ภูเก็ต,2.0,CRM_V2
C-00612,Anan Thongdee,anan.thongdee612@example.com,081-126-7030,08-Dec-2022, Regular,bangkok,38.0,CRM_V2
C-00005,Preecha Kaewmanee,preecha.kaewmanee5@example.com,089-598-0765,2022-04-06,N/A,Bangkok,10.0,CRM_V2
C-00553,Somchai Thongdee,somchai.thongdee553@example.com,0896940838,16-Feb-2022,Vip,CNX,27.0,CRM_LEGACY_MIGRATED
C-00628,Malee Chaiyaporn,malee.chaiyaporn628@example.com,0828886530,21/04/2024,Regular,ขอนแก่น,38.0,CRM_LEGACY
C-00686,Malee Sukjai,malee.sukjai686@example.com,+66893513826,2024-01-17,new,Bangkok,11.0,CRM_V2
C-00267,Somchai Chaiyaporn,somchai.chaiyaporn267@example.com,084-615-5810,15-Feb-2023,1,ชลบุรี,23.0,CRM_LEGACY
C-00800,Malee Charoensuk,malee.charoensuk800@example.com,0858221085,2024-03-31,N/A,ภูเก็ต,13.0,CRM_V2
C-00294,Nattaya Phanuwat,nattaya.phanuwat294@example.com,081-014-1418,21/04/2024, Regular,เชียงใหม่,9.0,CRM_V2
C-00072,Preecha Wongsawat,preecha.wongsawat72@example.com,0819167685,10/03/2024,regular,BKK,17.0,CRM_V2
C-00542,Malee Phanuwat,malee.phanuwat542@example.com,+66893391892,18/10/2022,NEW,ภูเก็ต,23.0,CRM_V2
C-00003,Thanapon Rattanakul,thanapon.rattanakul3@example.com,082-296-6171,08/30/2023,REGULAR,Chonburi,24.0,CRM_V2
C-00026,Preecha Charoensuk,preecha.charoensuk26@example.com,087-928-5447,07-Jul-2023,Vip,bangkok,23.0,CRM_LEGACY
C-00309,Siriporn Suksawat,siriporn.suksawat309@example.com,+66815997894,2022-06-15,new,Bangkok,10.0,CRM_V2
C-00217,Chai Sukjai,chai.sukjai217@example.com,088-754-8095,11/05/2022,New,HKT,25.0,CRM_V2
C-00344,Suda Phanuwat,suda.phanuwat344@example.com,089-947-1375,2023-04-09, Regular,กรุงเทพ,40.0,CRM_V2
C-00719,Somsak Phanuwat,somsak.phanuwat719@example.com,089-545-4018,26/11/2022,Regular,ชลบุรี,7.0,CRM_V2
C-00734,Suda Thongdee,suda.thongdee734@example.com,086-785-4381,23/12/2022,N/A,กรุงเทพ,14.0,CRM_V2
C-00167,Thanapon Rattanakul,thanapon.rattanakul167@example.com,084-300-7552,11/04/2023,Regular,Khon Kaen,27.0,CRM_LEGACY
C-00682,Thanapon Thongdee,thanapon.thongdee682@example.com,0862657891,12/01/2022,,กรุงเทพ,29.0,CRM_V2
C-00569,Waree Rattanakul,waree.rattanakul569 at example.com,0811159670,15/01/2022,REGULAR,Khon Kaen,37.0,CRM_V2
C-00332,Pim Rattanakul,pim.rattanakul332@example.com,080-035-1469,04/18/2024,2,Khon Kaen,21.0,CRM_V2
C-00178,Somchai Rattanakul,SOMCHAI.RATTANAKUL178@EXAMPLE.COM,+66875141688,07/08/2022,NEW,HKT,38.0,CRM_V2
C-00376,Siriporn Rattanakul, siriporn.rattanakul376@example.com  ,082-050-2980,2022-07-09,Regular,Pattaya,26.0,CRM_V2
C-00438,Ratana Sukjai,ratana.sukjai438@example.com,0883390461,2023-12-28,N/A,Bangkok,35.0,CRM_V2
C-00248,Pim Chaiyaporn,pim.chaiyaporn248@example.com,0810374158,2024-02-06,regular, กรุงเทพ ,,CRM_LEGACY
C-00374,Kittipong Sukjai,kittipong.sukjai374@example.com,0858035220,10/12/2023, Regular,bangkok,6.0,CRM_V2
C-00522,Wichai Charoensuk,wichai.charoensuk522@example.com,0873432380,12/31/2022,regular,กรุงเทพ,7.0,CRM_V2
C-00527,Siriporn Chaiyaporn,siriporn.chaiyaporn527@example.com,086-772-6227,2023-07-01,REGULAR,ขอนแก่น,12.0,CRM_LEGACY
C-00490,Wichai Wongsawat,wichai.wongsawat490@example.com,0819713993,04/03/2022,regular,ภูเก็ต,10.0,CRM_LEGACY_MIGRATED
C-00243,Kittipong Phanuwat,dup_somsak.chaiyaporn243@example.com,0897310733,09/11/2023, Regular,เชียงใหม่,4.0,CRM_V2
C-00597,Preecha Rattanakul,preecha.rattanakul597@example.com,0820714521,2022-04-29,,CHIANG MAI,11.0,CRM_LEGACY_MIGRATED
C-00637,Suda Chaiyaporn,suda.chaiyaporn637@example.com,0898231971,06/02/2023,regular,Phuket,30.0,CRM_V2
C-00667,Preecha Kaewmanee,preecha.kaewmanee667@example.com,+66866113608,05/21/2023, VIP ,เชียงใหม่,35.0,CRM_V2
C-00308,Pim Kaewmanee,pim.kaewmanee308@example.com,+66875714989,2022-03-11,Regular,ชลบุรี,23.0,CRM_V2
C-00049,Siriporn Chaiyaporn,siriporn.chaiyaporn49@example.com,083-329-6400,2024-02-24,Regular,HKT,14.0,CRM_V2
C-00481,Preecha Chaiyaporn,preecha.chaiyaporn481@example.com,+66876543034,2023-06-13,regular,Phuket,17.0,CRM_V2
C-00704,Malee Rattanakul,malee.rattanakul704@example.com,+66867118994,11/01/2024,New,bangkok,37.0,CRM_V2
C-00055,Ratana Thongdee,ratana.thongdee55@example.com,086-455-6869,12/30/2021, Regular,Chiang Mai,38.0,CRM_V2
C-00727,Thanapon Phanuwat,thanapon.phanuwat727@example.com,086-493-3803,16-Jul-2023,,Pattaya,39.0,CRM_LEGACY_MIGRATED
C-00235,Pim Suksawat,pim.suksawat235@example.com,+66844906447,2023-03-24, Regular,ขอนแก่น,8.0,CRM_V2
C-00115,Waree Chaiyaporn,waree.chaiyaporn115@example.com,088-642-0813,13/01/2024,NEW,CNX,,CRM_V2
C-00592,Somchai Boonmee,somchai.boonmee592@example.com,0869432477,2023-03-27, Regular,ชลบุรี,27.0,CRM_V2
C-00431,Wichai Thongdee,wichai.thongdee431@example.com,+66824833568,23/01/2023,New,Bangkok,28.0,CRM_V2
C-00330,Pim Thongdee,pim.thongdee330@example.com,0871333056,2023-10-02,new,Bangkok,32.0,CRM_V2
C-00465,Somsak Suksawat,somsak.suksawat465@example.com,084-149-7918,06/09/2023,2,PHUKET,1.0,CRM_LEGACY_MIGRATED
C-00413,Somchai Charoensuk,somchai.charoensuk413@example.com,080-900-7857,24/06/2023, Regular,CNX,16.0,CRM_LEGACY_MIGRATED
C-00192,Anan Rattanakul,anan.rattanakul192@example.com,080-759-1609,21/07/2023,regular,Pattaya,10.0,CRM_LEGACY_MIGRATED
C-00504,Siriporn Rattanakul,siriporn.rattanakul504@example.com,084-642-1468,12/21/2021,2,เชียงใหม่,20.0,CRM_V2
C-00152,Nattaya Rattanakul,nattaya.rattanakul152@example.com,0871229240,19/12/2021,new,Bangkok,36.0,CRM_V2
C-00180,Preecha Chaiyaporn,preecha.chaiyaporn180@example.com,+66825569325,24/01/2023,REGULAR,Phuket,20.0,CRM_V2
C-00436,Suda Wongsawat,suda.wongsawat436@example.com,086-334-9490,03-Mar-2024,regular,HKT,27.0,CRM_V2
C-00740,Preecha Thongdee,preecha.thongdee740@example.com,084-130-0757,05/06/2022,NEW,Phuket,30.0,CRM_V2
C-00385,Siriporn Boonmee,siriporn.boonmee385@example.com,+66860988140,07/09/2022,New,HKT,13.0,CRM_V2
C-00155,Preecha Boonmee,preecha.boonmee155@example.com,0874661886,08/13/2022, Regular,Phuket,21.0,CRM_V2
C-00713,Pim Chaiyaporn,pim.chaiyaporn713@example.com,0898841302,16-Jun-2022,,Phuket,12.0,CRM_LEGACY
C-00257,Chai Charoensuk, chai.charoensuk257@example.com  ,+66887096813,21/04/2024,3,Phuket,39.0,CRM_LEGACY
C-00364,Anan Charoensuk,anan.charoensuk364@example.com,0867562354,02/17/2022, Regular,Khon Kaen,12.0,CRM_V2
C-00633,Siriporn Rattanakul,siriporn.rattanakul633@example.com,0806337034,20/01/2022,NEW,ขอนแก่น,12.0,CRM_V2
C-00550,Thanapon Charoensuk,thanapon.charoensuk550@example.com,087-264-3443,16/09/2022,new,HKT,25.0,CRM_V2
C-00641,Somchai Phanuwat,somchai.phanuwat641@example.com,082-217-4704,12/08/2022,new,Khon Kaen,3.0,CRM_V2
C-00176,Nattaya Boonmee,nattaya.boonmee176@example.com,0880051605,14/12/2023,2,กรุงเทพ,7.0,CRM_V2
C-00030,Kittipong Kaewmanee,kittipong.kaewmanee30@example.com,080-254-5673,02-Aug-2023,Regular,Bangkok,40.0,CRM_LEGACY
C-00127,Suda Rattanakul,suda.rattanakul127@example.com,084-743-4392,01/01/2024,REGULAR,Khon Kaen,21.0,CRM_V2
C-00580,Preecha Phanuwat,preecha.phanuwat580@example.com,0826508202,12/28/2023,2,Khon Kaen,13.0,CRM_LEGACY_MIGRATED
C-00071,Chai Phanuwat,chai.phanuwat71@example.com,0876194901,26/07/2023,new,Phuket,4.0,CRM_V2
C-00660,Somchai Wongsawat,somchai.wongsawat660@example.com,085-817-8807,2022-12-11,Regular,BKK,13.0,CRM_V2
C-00384,Siriporn Phanuwat,siriporn.phanuwat384@example.com,0849119330,2022-07-03,REGULAR,เชียงใหม่,,CRM_LEGACY
C-00146,Wichai Suksawat,wichai.suksawat146@example.com,0832284859,04-Feb-2023,new,CNX,14.0,CRM_V2
C-00666,Kittipong Charoensuk,kittipong.charoensuk666@example.com,0876125270,26-Jul-2023,,Chonburi,11.0,CRM_V2
C-00730,Waree Phanuwat,waree.phanuwat730@example.com,0844504979,2022-03-24,regular,BKK,0.0,CRM_V2
C-00216,Siriporn Charoensuk,siriporn.charoensuk216@example.com,+66892622194,2023-01-17,new,เชียงใหม่,12.0,CRM_LEGACY_MIGRATED
C-00626,Somchai Thongdee,somchai.thongdee626@example.com,089-974-7678,22/06/2023,NEW,ชลบุรี,21.0,CRM_V2
C-00742,Somchai Chaiyaporn,somchai.chaiyaporn742@example.com,+66830085896,03/05/2023,New,กรุงเทพ,,CRM_V2
C-00618,Kittipong Kaewmanee,kittipong.kaewmanee618@example.com,+66873495597,22/07/2022,3,กรุงเทพ,31.0,CRM_LEGACY
C-00197,Nattaya Chaiyaporn,nattaya.chaiyaporn197@example.com,088-172-7470,11-May-2022,new,Chiang Mai,34.0,CRM_LEGACY
C-00697,Preecha Wongsawat,preecha.wongsawat697@example.com,086-485-7351,2024-01-30,2,Khon Kaen,2.0,CRM_V2
C-00496,Anan Wongsawat,anan.wongsawat496@example.com,085-315-1148,2023-02-18,NEW,ชลบุรี,,CRM_V2
C-00018,Pim Charoensuk,pim.charoensuk18@example.com,0834421496,2022-09-10,new,Khon Kaen,39.0,CRM_LEGACY
C-00639,Somchai Chaiyaporn,somchai.chaiyaporn639@example.com,0810977612,22/10/2022,VIP,Khon Kaen,36.0,CRM_V2
C-00028,Waree Sukjai,waree.sukjai28@example.com,+66895343273,12/01/2022, Regular,BKK,19.0,CRM_V2
C-00278,Waree Chaiyaporn,waree.chaiyaporn278@example.com,0834963930,22-Jan-2024,New,HKT,34.0,CRM_LEGACY
C-00396,Somsak Rattanakul,somsak.rattanakul396@example.com,0845677209,2023-05-27,New,ขอนแก่น,31.0,CRM_V2
C-00229,Malee Rattanakul,malee.rattanakul229@example.com,+66810415586,03/06/2023,NEW,Chiang Mai,34.0,CRM_V2
C-00321,Ratana Boonmee,ratana.boonmee321@example.com,+66882821500,28-Jan-2024,new, Pattaya ,30.0,CRM_V2
C-00148,Waree Chaiyaporn,waree.chaiyaporn148@example.com,+66830381662,16/12/2021,N/A,CNX,27.0,CRM_V2
C-00780,Kittipong Kaewmanee,kittipong.kaewmanee780@example.com,+66851118062,13/10/2022, Regular,Chiang Mai,29.0,CRM_V2
C-00495,Chai Suksawat,chai.suksawat495@example.com,084-408-4053,2023-06-22, VIP ,Khon Kaen,37.0,CRM_V2
C-00450,Ratana Sukjai,ratana.sukjai450@example.com,081-366-0927,04/01/2022,NEW,Bangkok,2.0,CRM_LEGACY
C-00751,Somchai Sukjai,somchai.sukjai751@example.com,0814399734,19/03/2022,Regular,bangkok,33.0,CRM_LEGACY
C-00107,Anan Charoensuk,anan.charoensuk107@example.com,0853868726,14/07/2022,N/A,Chonburi,31.0,CRM_V2
C-00351,Thanapon Wongsawat,thanapon.wongsawat351@example.com,088-628-5160,03/22/2024,,กรุงเทพ,15.0,CRM_LEGACY_MIGRATED
C-00524,Siriporn Chaiyaporn,siriporn.chaiyaporn524@example.com,080-514-0527,2023-05-18,regular,ขอนแก่น,,CRM_LEGACY
C-00390,Pim Charoensuk,pim.charoensuk390@example.com,+66890118147,18/08/2023,1,Chonburi,25.0,CRM_LEGACY
C-00449,Waree Sukjai,waree.sukjai449@example.com,+66893392004,29/10/2022,New,ขอนแก่น,27.0,CRM_V2
C-00094,Siriporn Kaewmanee,siriporn.kaewmanee94@example.com,+66860089674,09/10/2023,1,Khon Kaen,8.0,CRM_LEGACY_MIGRATED
C-00260,Waree Charoensuk,waree.charoensuk260@example.com,+66896436356,2023-03-04,new, ขอนแก่น ,,CRM_LEGACY
C-00777,Siriporn Wongsawat,siriporn.wongsawat777@example.com,088-820-8854,27/05/2022,new,Khon Kaen,23.0,CRM_V2
C-00171,Malee Chaiyaporn,malee.chaiyaporn171@example.com,+66891377623,13/05/2022,REGULAR,เชียงใหม่,19.0,CRM_V2
C-00255,Somchai Phanuwat,somchai.phanuwat255@example.com,0809754386,2023-02-24,N/A,Chiang Mai,37.0,CRM_LEGACY
C-00253,Pim Chaiyaporn,PIM.CHAIYAPORN253@EXAMPLE.COM,084-261-3413,07/11/2023,,CNX,,CRM_V2
C-00307,Wichai Boonmee,wichai.boonmee307@example.com,0877748138,15/01/2022,New, Phuket ,6.0,CRM_V2
C-00661,Malee Rattanakul,malee.rattanakul661@example.com,088-879-9657,30/04/2023,NEW,CNX,31.0,CRM_V2
C-00783,Siriporn Suksawat,siriporn.suksawat783@example.com,+66864102089,15/06/2022,2,ขอนแก่น,14.0,CRM_V2
C-00429,Pim Boonmee,pim.boonmee429@example.com,+66872019678,01/10/2023,REGULAR,ขอนแก่น,17.0,CRM_V2
C-00187,Waree Thongdee,waree.thongdee187@example.com,+66855361964,24/05/2024,REGULAR,ภูเก็ต,,CRM_LEGACY
C-00270,Ratana Thongdee,ratana.thongdee270@example.com,0837082812,31/10/2023,,bangkok,8.0,CRM_V2
C-00163,Somchai Wongsawat,somchai.wongsawat163@example.com,0875679216,2023-12-07,N/A,CNX,28.0,CRM_LEGACY
C-00414,Pim Boonmee,pim.boonmee414@example.com,+66831271153,09-Sep-2023,2,Khon Kaen,8.0,CRM_LEGACY
C-00638,Chai Sukjai,chai.sukjai638@example.com,+66838219452,07-Jan-2022, Regular,ภูเก็ต,12.0,CRM_V2
C-00651,Pim Sukjai,pim.sukjai651@example.com,+66831148282,2024-03-02,VIP,HKT,34.0,CRM_V2
C-00099,Waree Rattanakul,waree.rattanakul99@example.com,0870176731,22/07/2023,VIP,Pattaya,37.0,CRM_V2
C-00007,Somsak Charoensuk,somsak.charoensuk7@example.com,+66871452842,2022-04-20,REGULAR,Chonburi,5.0,CRM_V2
C-00663,Somsak Sukjai, somsak.sukjai663@example.com  ,0815725234,10/10/2022,regular,HKT,22.0,CRM_V2
C-00705,Suda Chaiyaporn,suda.chaiyaporn705@example.com,+66869791670,17/11/2023,regular,ขอนแก่น,2.0,CRM_V2
C-00230,Wichai Suksawat,wichai.suksawat230@example.com,084-918-2319,17-Mar-2022,Regular,bangkok,29.0,CRM_V2
C-00265,Wichai Kaewmanee,wichai.kaewmanee265@example.com,0813953953,2023-04-09, Regular,Chonburi,27.0,CRM_LEGACY
C-00369,Nattaya Sukjai,nattaya.sukjai369@example.com,086-053-9721,2024-03-28, Regular,Bangkok,32.0,CRM_LEGACY_MIGRATED
C-00708,Kittipong Chaiyaporn,kittipong.chaiyaporn708@example.com,0840507948,06/04/2023,N/A,Chiang Mai,3.0,CRM_V2
C-00712,Pim Sukjai,pim.sukjai712@example.com,088-170-5155,02/03/2023,Regular,Khon Kaen,18.0,CRM_V2
C-00699,Pim Suksawat,pim.suksawat699@example.com,0825344678,19-Dec-2023,NEW,Phuket,23.0,CRM_V2
C-00738,Siriporn Chaiyaporn,siriporn.chaiyaporn738@example.com,+66892263205,14/12/2021,,Phuket,30.0,CRM_V2
C-00404,Somchai Thongdee,somchai.thongdee404@example.com,080-530-7499,08/06/2022,new,Pattaya,5.0,CRM_V2
C-00600,Siriporn Thongdee, siriporn.thongdee600@example.com  ,085-457-7702,2023-02-12,REGULAR,ขอนแก่น,10.0,CRM_V2
C-00190,Siriporn Charoensuk,siriporn.charoensuk190@example.com,+66865659235,02-Mar-2023,regular,ชลบุรี,16.0,CRM_V2
C-00333,Anan Rattanakul,anan.rattanakul333@example.com,080-637-1932,26/07/2022,NEW,Pattaya,15.0,CRM_LEGACY
C-00304,Kittipong Phanuwat,kittipong.phanuwat304@example.com,084-455-6987,19-Jan-2024, Regular,Khon Kaen,22.0,CRM_V2
C-00261,Anan Wongsawat,anan.wongsawat261@example.com,0815117971,04/20/2024,REGULAR,เชียงใหม่,3.0,CRM_LEGACY_MIGRATED
C-00145,Waree Wongsawat,waree.wongsawat145@example.com,+66825796588,29/11/2023,NEW,ชลบุรี,37.0,CRM_V2
C-00284,Thanapon Sukjai,thanapon.sukjai284@example.com,0836097117,2022-12-15,NEW,Khon Kaen,20.0,CRM_LEGACY_MIGRATED
C-00706,Waree Wongsawat,waree.wongsawat706@example.com,0861306912,15-May-2024,new,Phuket,11.0,CRM_LEGACY
C-00012,Suda Phanuwat,suda.phanuwat12@example.com,+66864990650,2023-10-27,2,HKT,13.0,CRM_V2
C-00674,Pim Boonmee, pim.boonmee674@example.com  ,+66860704161,2023-03-06, VIP ,CHONBURI,,CRM_V2
C-00532,Chai Wongsawat,chai.wongsawat532@example.com,0862750714,04/11/2022,new,ขอนแก่น,8.0,CRM_V2
C-00470,Chai Kaewmanee,chai.kaewmanee470@example.com,+66845126963,27/11/2022,New,ขอนแก่น,31.0,CRM_LEGACY
C-00128,Waree Phanuwat,waree.phanuwat128@example.com,+66895037473,04/01/2023,vip,ภูเก็ต,8.0,CRM_LEGACY
C-00604,Somsak Kaewmanee,somsak.kaewmanee604@example.com,0854311380,22/08/2023,Regular,ขอนแก่น,,CRM_V2
C-00058,Suda Suksawat,suda.suksawat58@example.com,083-963-5933,20/02/2022,NEW,ขอนแก่น,38.0,CRM_V2
C-00034,Ratana Thongdee,ratana.thongdee34@example.com,0839459654,19/12/2022,Regular,ชลบุรี,25.0,CRM_V2
C-00238,Siriporn Boonmee,siriporn.boonmee238@example.com,086-205-8212,2024-05-18,NEW,Chonburi,,CRM_LEGACY_MIGRATED
C-00757,Suda Charoensuk,suda.charoensuk757@example.com,0814676680,2024-02-20,Regular,Khon Kaen,0.0,CRM_V2
C-00283,Thanapon Rattanakul,thanapon.rattanakul283@example.com,080-734-9492,14/01/2024,regular,ขอนแก่น,16.0,CRM_V2
C-00363,Suda Charoensuk,suda.charoensuk363@example.com,+66865882100,10/04/2022, VIP ,CNX,21.0,CRM_LEGACY
C-00244,Somsak Rattanakul,,+66842007704,16/08/2022,,ภูเก็ต,9.0,CRM_V2
C-00093,Wichai Kaewmanee,wichai.kaewmanee93@example.com,+66857212525,22/06/2023,NEW,Chonburi,36.0,CRM_V2
C-00211,Preecha Kaewmanee,preecha.kaewmanee211@example.com,+66802624906,01/11/2022, VIP ,HKT,1.0,CRM_V2
C-00338,Ratana Wongsawat,ratana.wongsawat338@example.com,0874456457,28/12/2021,new,CNX,-34.0,CRM_V2
C-00302,Siriporn Rattanakul,siriporn.rattanakul302@example.com,083-440-1179,12-May-2024, Regular,กรุงเทพ,15.0,CRM_LEGACY
C-00086,Somchai Suksawat,somchai.suksawat86@example.com,+66848401455,26/02/2022,,Phuket,20.0,CRM_V2
C-00191,Ratana Thongdee,ratana.thongdee191@example.com,+66867638797,26/02/2023,1,ชลบุรี,,CRM_V2
C-00040,Anan Chaiyaporn,anan.chaiyaporn40@example.com,+66808961435,2023-03-25, Regular,ภูเก็ต,37.0,CRM_V2
C-00501,Chai Sukjai,chai.sukjai501@example.com,080-295-1177,16/11/2022,REGULAR,Pattaya,24.0,CRM_V2
C-00508,Anan Boonmee,anan.boonmee508@example.com,+66858549965,2023-07-16,NEW,ชลบุรี,13.0,CRM_V2
C-00517,Suda Kaewmanee,suda.kaewmanee517@example.com,0854356586,03-Apr-2022,REGULAR,CNX,26.0,CRM_V2
C-00105,Waree Chaiyaporn,waree.chaiyaporn105@example.com,083-074-0070,08/08/2022,NEW,ชลบุรี,9.0,CRM_LEGACY
C-00668,Kittipong Boonmee,kittipong.boonmee668@example.com,+66866753725,2022-04-16, Regular,Chiang Mai,16.0,CRM_LEGACY
C-00234,Malee Suksawat,malee.suksawat234@example.com,081-204-5674,21/11/2022,1,Khon Kaen,-35.0,CRM_V2
C-00106,Pim Suksawat,pim.suksawat106@example.com,+66840615372,24-Feb-2022,NEW,CNX,29.0,CRM_V2
C-00342,Preecha Phanuwat,preecha.phanuwat342@example.com,0846955620,03/03/2023,NEW,Khon Kaen,13.0,CRM_V2
C-00254,Malee Sukjai,malee.sukjai254@example.com,087-661-9808,01/01/2022,new,Chonburi,26.0,CRM_LEGACY
C-00409,Siriporn Phanuwat,siriporn.phanuwat409@example.com,086-399-7731,2024-01-02,NEW,Pattaya,35.0,CRM_V2
C-00423,Thanapon Sukjai,thanapon.sukjai423@example.com,083-636-4891,08/09/2022,New,bangkok,19.0,CRM_V2
C-00209,Waree Phanuwat,waree.phanuwat209@example.com,089-064-3350,12/11/2023,new,Phuket,33.0,CRM_LEGACY
C-00765,Nattaya Charoensuk,dup_preecha.wongsawat765@example.com,+66808399385,26/02/2023,regular,Chiang Mai,5.0,CRM_LEGACY
C-00634,Anan Kaewmanee,anan.kaewmanee634@example.com,088-039-1231,13/01/2022,,ขอนแก่น,40.0,CRM_LEGACY
C-00083,Kittipong Boonmee,kittipong.boonmee83@example.com,+66884111421,22-Jun-2023,New,Phuket,29.0,CRM_V2
C-00498,Suda Rattanakul,suda.rattanakul498@example.com,0847477266,08/07/2022,,ภูเก็ต,34.0,CRM_LEGACY
C-00755,Nattaya Suksawat,nattaya.suksawat755@example.com,083-278-3940,21/11/2022,regular,ภูเก็ต,29.0,CRM_LEGACY
C-00584,Chai Boonmee,chai.boonmee584 at example.com,0800020479,08/04/2024,NEW,เชียงใหม่,,CRM_V2
C-00643,Pim Wongsawat,pim.wongsawat643@example.com,0869093655,26/01/2023,N/A,Chonburi,35.0,CRM_LEGACY_MIGRATED
C-00088,Thanapon Charoensuk,thanapon.charoensuk88 at example.com,+66826558232,10/04/2022,Regular,กรุงเทพ,8.0,CRM_V2
C-00065,Wichai Boonmee,wichai.boonmee65@example.com,081-179-0278,2023-07-20,REGULAR,CHONBURI,11.0,CRM_LEGACY_MIGRATED
C-00271,Siriporn Chaiyaporn,siriporn.chaiyaporn271@example.com,+66849030016,10/11/2023, VIP ,Bangkok,2.0,CRM_V2
C-00606,Pim Suksawat,,088-241-1212,2023-03-14,regular,Phuket,39.0,CRM_V2
C-00275,Suda Charoensuk,suda.charoensuk275@example.com,087-527-6446,2023-01-22,2,เชียงใหม่,25.0,CRM_LEGACY
C-00654,Anan Thongdee,ANAN.THONGDEE654@EXAMPLE.COM,0806836072,14/04/2023,N/A, Pattaya ,24.0,CRM_V2
C-00735,Thanapon Suksawat,thanapon.suksawat735@example.com,0833631181,12/27/2023, Regular,CNX,,CRM_V2
C-00154,Siriporn Sukjai,siriporn.sukjai154@example.com,0806891914,29/03/2024,NEW,Chiang Mai,36.0,CRM_V2
C-00614,Pim Phanuwat,pim.phanuwat614 at example.com,0824444844,09/24/2023,new,เชียงใหม่,8.0,CRM_V2
C-00645,Suda Boonmee,suda.boonmee645@example.com,089-417-2029,01/30/2024,New, Chiang Mai ,29.0,CRM_V2
C-00411,Somsak Wongsawat,somsak.wongsawat411@example.com,089-394-3514,2022-01-18,Regular,Phuket,29.0,CRM_LEGACY
C-00518,Ratana Charoensuk,ratana.charoensuk518@example.com,0869164878,25/12/2022,NEW,Khon Kaen,29.0,CRM_LEGACY_MIGRATED
C-00045,Somsak Phanuwat,somsak.phanuwat45@example.com,0898065933,01/28/2024,vip,bangkok,,CRM_V2
C-00391,Ratana Phanuwat,ratana.phanuwat391@example.com,0817003108,18/01/2024,N/A,Phuket,15.0,CRM_V2
C-00221,Pim Suksawat,pim.suksawat221@example.com,0808682904,2023-12-19,regular,Pattaya,,CRM_V2
C-00141,Waree Rattanakul,waree.rattanakul141@example.com,081-880-1882,04/11/2024, Regular,ขอนแก่น,3.0,CRM_V2
